name,rarity,planType,category,stamina,forceStamina,costType,costValue,playProduceExamTriggerId,playMovePositionType,moveEffectTriggerType,moveProduceExamEffectIds,isEndTurnLost,isInitial,isRestrict,produceCardStatusEnchantId,searchTag,libraryHidden,noDeckDuplication,unlockProducerLevel,rentalUnlockProducerLevel,evaluation,originIdolCardId,originSupportCardId,isInitialDeckProduceCard,effectGroupIds,viewStartTime,isLimited,order,produceExamTriggerId1,produceExamEffectId1,hideIcon1,produceExamTriggerId2,produceExamEffectId2,hideIcon2,produceExamTriggerId3,produceExamEffectId3,hideIcon3,produceExamTriggerId4,produceExamEffectId4,hideIcon4
軽い足取り,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,10,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,21010010000002,,e_effect-exam_lesson-0006-01,False,,e_effect-exam_parameter_buff-02,False,,,,,,
軽い足取り+,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,13,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,21010010000002,,e_effect-exam_lesson-0009-01,False,,e_effect-exam_parameter_buff-03,False,,,,,,
軽い足取り++,R,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,21010010000002,,e_effect-exam_lesson-0009-01,False,,e_effect-exam_parameter_buff-03,False,,,,,,
軽い足取り+++,R,センス,アクティブ,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,21010010000002,,e_effect-exam_lesson-0009-01,False,,e_effect-exam_parameter_buff-03,False,,,,,,
愛嬌,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,10,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010010000019,,e_effect-exam_lesson-0013-01,False,,,,,,,,,
愛嬌+,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,13,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010010000019,,e_effect-exam_lesson-0021-01,False,,,,,,,,,
愛嬌++,R,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010010000019,,e_effect-exam_lesson-0021-01,False,,,,,,,,,
愛嬌+++,R,センス,アクティブ,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010010000019,,e_effect-exam_lesson-0021-01,False,,,,,,,,,
ハイタッチ,R,センス,アクティブ,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,13,10,15,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010130000020,,e_effect-exam_multiple_lesson_buff_lesson-0017-0500-01,False,,,,,,,,,
ハイタッチ+,R,センス,アクティブ,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,13,10,20,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010130000020,,e_effect-exam_multiple_lesson_buff_lesson-0023-1000-01,False,,,,,,,,,
ハイタッチ++,R,センス,アクティブ,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,13,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010130000020,,e_effect-exam_multiple_lesson_buff_lesson-0024-1000-01,False,,,,,,,,,
ハイタッチ+++,R,センス,アクティブ,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,13,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010130000020,,e_effect-exam_multiple_lesson_buff_lesson-0024-1000-01,False,,,,,,,,,
トークタイム,R,センス,アクティブ,6,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,14,10,15,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010140000021,,e_effect-exam_lesson-0027-01,False,,,,,,,,,
トークタイム+,R,センス,アクティブ,6,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,14,10,20,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010140000021,,e_effect-exam_lesson-0038-01,False,,,,,,,,,
トークタイム++,R,センス,アクティブ,6,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,14,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010140000021,,e_effect-exam_lesson-0044-01,False,,,,,,,,,
トークタイム+++,R,センス,アクティブ,6,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,14,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,21010140000021,,e_effect-exam_lesson-0050-01,False,,,,,,,,,
準備運動,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,10,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010010000022,,e_effect-exam_lesson-0006-01,False,,e_effect-exam_lesson_buff-0002,False,,,,,,
準備運動+,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,13,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010010000022,,e_effect-exam_lesson-0009-01,False,,e_effect-exam_lesson_buff-0003,False,,,,,,
準備運動++,R,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010010000022,,e_effect-exam_lesson-0010-01,False,,e_effect-exam_lesson_buff-0003,False,,,,,,
準備運動+++,R,センス,アクティブ,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010010000022,,e_effect-exam_lesson-0010-01,False,,e_effect-exam_lesson_buff-0003,False,,,,,,
勢い任せ,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,9,5,15,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010090000023,,e_effect-exam_lesson-0006-01,False,e_trigger-exam_card_play-parameter_buff,e_effect-exam_lesson_buff-0003,False,,,,,,
勢い任せ+,R,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,9,5,20,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010090000023,,e_effect-exam_lesson-0009-01,False,e_trigger-exam_card_play-parameter_buff,e_effect-exam_lesson_buff-0004,False,,,,,,
勢い任せ++,R,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,9,5,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010090000023,,e_effect-exam_lesson-0010-01,False,e_trigger-exam_card_play-parameter_buff,e_effect-exam_lesson_buff-0004,False,,,,,,
勢い任せ+++,R,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,9,5,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,21010090000023,,e_effect-exam_lesson-0012-01,False,e_trigger-exam_card_play-parameter_buff,e_effect-exam_lesson_buff-0004,False,,,,,,
シュプレヒコール,SR,センス,アクティブ,0,0,集中,3,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,33,30,35,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010330000001,,e_effect-exam_lesson-0006-01,False,,e_effect-exam_parameter_buff-02,False,,e_effect-exam_playable_value_add-01,False,,,
シュプレヒコール+,SR,センス,アクティブ,0,0,集中,2,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,33,30,47,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010330000001,,e_effect-exam_lesson-0006-01,False,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_playable_value_add-01,False,,,
シュプレヒコール++,SR,センス,アクティブ,0,0,集中,2,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,33,30,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010330000001,,e_effect-exam_lesson-0012-01,False,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_playable_value_add-01,False,,,
シュプレヒコール+++,SR,センス,アクティブ,0,0,集中,2,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,33,30,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_playable_value_add-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010330000001,,e_effect-exam_lesson-0016-01,False,,e_effect-exam_parameter_buff-03,False,,e_effect-exam_playable_value_add-01,False,,,
スタートダッシュ,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,22,20,35,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000']",0,False,31010220000002,,e_effect-exam_lesson-0030-01,False,,e_effect-exam_block-0010,False,,e_effect-exam_stamina_consumption_add-02,False,,,
スタートダッシュ+,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,22,20,47,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000']",0,False,31010220000002,,e_effect-exam_lesson-0040-01,False,,e_effect-exam_block-0010,False,,e_effect-exam_stamina_consumption_add-02,False,,,
スタートダッシュ++,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,22,20,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000']",0,False,31010220000002,,e_effect-exam_lesson-0045-01,False,,e_effect-exam_block-0010,False,,e_effect-exam_stamina_consumption_add-02,False,,,
スタートダッシュ+++,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,22,20,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000']",0,False,31010220000002,,e_effect-exam_lesson-0050-01,False,,e_effect-exam_block-0010,False,,e_effect-exam_stamina_consumption_add-02,False,,,
決めポーズ,SR,センス,アクティブ,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,25,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010010000003,,e_effect-exam_lesson-0018-01,False,,,,,,,,,
決めポーズ+,SR,センス,アクティブ,3,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,34,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010010000003,,e_effect-exam_lesson-0027-01,False,,,,,,,,,
決めポーズ++,SR,センス,アクティブ,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010010000003,,e_effect-exam_lesson-0028-01,False,,,,,,,,,
決めポーズ+++,SR,センス,アクティブ,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010010000003,,e_effect-exam_lesson-0029-01,False,,,,,,,,,
アドリブ,SR,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,25,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010010000030,,e_effect-exam_lesson-0005-01,False,,e_effect-exam_parameter_buff-03,False,,,,,,
アドリブ+,SR,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,34,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010010000030,,e_effect-exam_lesson-0009-01,False,,e_effect-exam_parameter_buff-04,False,,,,,,
アドリブ++,SR,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010010000030,,e_effect-exam_lesson-0011-01,False,,e_effect-exam_parameter_buff-04,False,,,,,,
アドリブ+++,SR,センス,アクティブ,2,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010010000030,,e_effect-exam_lesson-0012-01,False,,e_effect-exam_parameter_buff-04,False,,,,,,
情熱ターン,SR,センス,アクティブ,6,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,25,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010010000031,,e_effect-exam_lesson-0011-01,False,,e_effect-exam_lesson_buff-0003,False,,,,,,
情熱ターン+,SR,センス,アクティブ,6,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,0,0,34,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010010000031,,e_effect-exam_lesson-0018-01,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
情熱ターン++,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010010000031,,e_effect-exam_lesson-0019-01,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
情熱ターン+++,SR,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,0,0,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010010000031,,e_effect-exam_lesson-0019-01,False,,e_effect-exam_lesson_buff-0004,False,,,,,,
スタンドプレー,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,24,20,35,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010240000032,,e_effect-exam_lesson-0012-01,False,,e_effect-exam_block-0007,False,,e_effect-exam_lesson_buff-0005,False,,e_effect-exam_stamina_consumption_add-02,False
スタンドプレー+,SR,センス,アクティブ,5,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,24,20,47,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010240000032,,e_effect-exam_lesson-0012-01,False,,e_effect-exam_block-0007,False,,e_effect-exam_lesson_buff-0007,False,,e_effect-exam_stamina_consumption_add-02,False
スタンドプレー++,SR,センス,アクティブ,4,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,24,20,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010240000032,,e_effect-exam_lesson-0012-01,False,,e_effect-exam_block-0007,False,,e_effect-exam_lesson_buff-0007,False,,e_effect-exam_stamina_consumption_add-02,False
スタンドプレー+++,SR,センス,アクティブ,3,0,,0,,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,24,20,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_block-000', 'effect_group-visible-exam_stamina_consumption_add-000', 'effect_group-visible-exam_lesson_buff-000']",0,False,31010240000032,,e_effect-exam_lesson-0012-01,False,,e_effect-exam_block-0007,False,,e_effect-exam_lesson_buff-0007,False,,e_effect-exam_stamina_consumption_add-02,False
飛躍,SR,センス,アクティブ,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,6,5,35,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010060000033,,e_effect-exam_lesson-0013-01,False,e_trigger-exam_card_play-lesson_buff_up-6,e_effect-exam_lesson-0015-01,False,,,,,,
飛躍+,SR,センス,アクティブ,2,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,6,5,47,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010060000033,,e_effect-exam_lesson-0013-01,False,e_trigger-exam_card_play-lesson_buff_up-6,e_effect-exam_lesson-0015-01,False,,,,,,
飛躍++,SR,センス,アクティブ,1,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,6,5,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010060000033,,e_effect-exam_lesson-0013-01,False,e_trigger-exam_card_play-lesson_buff_up-6,e_effect-exam_lesson-0015-01,False,,,,,,
飛躍+++,SR,センス,アクティブ,0,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,6,5,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,31010060000033,,e_effect-exam_lesson-0013-01,False,e_trigger-exam_card_play-lesson_buff_up-6,e_effect-exam_lesson-0015-01,False,,,,,,
祝福,SR,センス,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,7,5,35,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010070000042,,e_effect-exam_lesson-0026-01,False,,e_effect-exam_parameter_buff-01,False,,,,,,
祝福+,SR,センス,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,,7,5,47,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010070000042,,e_effect-exam_lesson-0040-01,False,,e_effect-exam_parameter_buff-01,False,,,,,,
祝福++,SR,センス,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,7,5,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010070000042,,e_effect-exam_lesson-0046-01,False,,e_effect-exam_parameter_buff-01,False,,,,,,
祝福+++,SR,センス,アクティブ,0,4,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,,7,5,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,31010070000042,,e_effect-exam_lesson-0052-01,False,,e_effect-exam_parameter_buff-01,False,,,,,,
魅惑のパフォーマンス,SSR,センス,アクティブ,8,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,43,40,50,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,41010430000010,,e_effect-exam_parameter_buff_multiple_per_turn-02,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0038-01,False,,,,,,
魅惑のパフォーマンス+,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,43,40,68,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,41010430000010,,e_effect-exam_parameter_buff_multiple_per_turn-03,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0047-01,False,,,,,,
魅惑のパフォーマンス++,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,43,40,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,41010430000010,,e_effect-exam_parameter_buff_multiple_per_turn-03,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0056-01,False,,,,,,
魅惑のパフォーマンス+++,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,43,40,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff_multiple_per_turn-000']",0,False,41010430000010,,e_effect-exam_parameter_buff_multiple_per_turn-03,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0065-01,False,,,,,,
成就,SSR,センス,アクティブ,10,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,41,40,50,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,41010410000029,,e_effect-exam_parameter_buff-04,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0032-01,False,,,,,,
成就+,SSR,センス,アクティブ,10,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,41,40,68,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,41010410000029,,e_effect-exam_parameter_buff-07,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0040-01,False,,,,,,
成就++,SSR,センス,アクティブ,9,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,41,40,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,41010410000029,,e_effect-exam_parameter_buff-07,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0044-01,False,,,,,,
成就+++,SSR,センス,アクティブ,8,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,41,40,0,,,False,"['effect_group-visible-exam_lesson-000', 'effect_group-visible-exam_effect_timer-000', 'effect_group-visible-exam_parameter_buff-000']",0,False,41010410000029,,e_effect-exam_parameter_buff-07,False,,e_effect-exam_effect_timer-0001-01-e_effect-exam_lesson-0046-01,False,,,,,,
コール＆レスポンス,SSR,センス,アクティブ,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,11,10,50,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010110000030,,e_effect-exam_lesson-0015-01,False,e_trigger-exam_card_play-lesson_buff_up-3,e_effect-exam_lesson-0015-01,False,,,,,,
コール＆レスポンス+,SSR,センス,アクティブ,6,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,11,10,68,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010110000030,,e_effect-exam_lesson-0015-01,False,e_trigger-exam_card_play-lesson_buff_up-3,e_effect-exam_multiple_lesson_buff_lesson-0034-0500-01,False,,,,,,
コール＆レスポンス++,SSR,センス,アクティブ,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,11,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010110000030,,e_effect-exam_lesson-0015-01,False,e_trigger-exam_card_play-lesson_buff_up-3,e_effect-exam_multiple_lesson_buff_lesson-0034-0500-01,False,,,,,,
コール＆レスポンス+++,SSR,センス,アクティブ,4,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,11,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010110000030,,e_effect-exam_lesson-0015-01,False,e_trigger-exam_card_play-lesson_buff_up-3,e_effect-exam_multiple_lesson_buff_lesson-0034-0500-01,False,,,,,,
バズワード,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,12,10,50,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010120000031,,e_effect-exam_lesson-0038-01,False,,,,,,,,,
バズワード+,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,12,10,68,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010120000031,,e_effect-exam_lesson-0054-01,False,,,,,,,,,
バズワード++,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,12,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010120000031,,e_effect-exam_lesson-0063-01,False,,,,,,,,,
バズワード+++,SSR,センス,アクティブ,7,0,,0,e_trigger-exam_start_turn-parameter_buff,,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,True,デッキ内1枚,12,10,0,,,False,['effect_group-visible-exam_lesson-000'],0,False,41010120000031,,e_effect-exam_lesson-0071-01,False,,,,,,,,,
新進気鋭,R,センス,アクティブ,5,0,,0,,レッスン中1回,ProduceCardMoveEffectTriggerType_Unknown,[],False,,False,,,False,デッキ内1枚,0,0,1,i_card-hski-1-000,,True,['effect_group-visible-exam_lesson-000'],0,False,28010010000010,,e_effect-exam_lesson-0017-01,False,,,,,,,,,
