rarity,type,name,supportCardOrder,produceSkillOrder,supportCardLevel,text,produceEffectId1,produceTriggerId1,activationRatePermil1,produceEffectId2,produceTriggerId2,activationRatePermil2,produceEffectId3,produceTriggerId3,activationRatePermil3,Effectbuf,Eventbuf1,Eventeffect1,Eventbuf2,Eventeffect2,itemcard,EventproduceEffectIds1,EventproduceEffectIds2,EventproduceEffectIds3,produceStoryIds1,produceStoryText1,produceitemText1,producecardText1,producecardType1,produceStoryIds2,produceStoryText2,produceitemText2,producecardText2,producecardType2,produceStoryIds3,produceStoryText3,produceitemText3,producecardText3,producecardType3,produceStoryIds4,produceStoryText4,produceitemText4,producecardText4,producecardType4
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,20,このサポートカードのレッスンサポート発生率を 38.8% 増加,レッスンサポート,初期値,0,,,0,,,0,388,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,21,このサポートカードのレッスンサポート発生率を 40.8% 増加,レッスンサポート,初期値,0,,,0,,,0,408,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,22,このサポートカードのレッスンサポート発生率を 42.9% 増加,レッスンサポート,初期値,0,,,0,,,0,429,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,23,このサポートカードのレッスンサポート発生率を 44.9% 増加,レッスンサポート,初期値,0,,,0,,,0,449,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,24,このサポートカードのレッスンサポート発生率を 46.9% 増加,レッスンサポート,初期値,0,,,0,,,0,469,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,25,このサポートカードのレッスンサポート発生率を 49% 増加,レッスンサポート,初期値,0,,,0,,,0,490,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,26,このサポートカードのレッスンサポート発生率を 51% 増加,レッスンサポート,初期値,0,,,0,,,0,510,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,27,このサポートカードのレッスンサポート発生率を 53.1% 増加,レッスンサポート,初期値,0,,,0,,,0,531,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,28,このサポートカードのレッスンサポート発生率を 55.1% 増加,レッスンサポート,初期値,0,,,0,,,0,551,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,29,このサポートカードのレッスンサポート発生率を 57.1% 増加,レッスンサポート,初期値,0,,,0,,,0,571,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,30,このサポートカードのレッスンサポート発生率を 59.2% 増加,レッスンサポート,初期値,0,,,0,,,0,592,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,31,このサポートカードのレッスンサポート発生率を 61.2% 増加,レッスンサポート,初期値,0,,,0,,,0,612,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,32,このサポートカードのレッスンサポート発生率を 63.3% 増加,レッスンサポート,初期値,0,,,0,,,0,633,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,33,このサポートカードのレッスンサポート発生率を 65.3% 増加,レッスンサポート,初期値,0,,,0,,,0,653,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,34,このサポートカードのレッスンサポート発生率を 67.3% 増加,レッスンサポート,初期値,0,,,0,,,0,673,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,35,このサポートカードのレッスンサポート発生率を 69.4% 増加,レッスンサポート,初期値,0,,,0,,,0,694,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,36,このサポートカードのレッスンサポート発生率を 71.4% 増加,レッスンサポート,初期値,0,,,0,,,0,714,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,37,このサポートカードのレッスンサポート発生率を 73.5% 増加,レッスンサポート,初期値,0,,,0,,,0,735,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,38,このサポートカードのレッスンサポート発生率を 75.5% 増加,レッスンサポート,初期値,0,,,0,,,0,755,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,39,このサポートカードのレッスンサポート発生率を 77.6% 増加,レッスンサポート,初期値,0,,,0,,,0,776,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,40,このサポートカードのレッスンサポート発生率を 79.6% 増加,レッスンサポート,初期値,0,,,0,,,0,796,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,41,このサポートカードのレッスンサポート発生率を 81.6% 増加,レッスンサポート,初期値,0,,,0,,,0,816,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,42,このサポートカードのレッスンサポート発生率を 83.7% 増加,レッスンサポート,初期値,0,,,0,,,0,837,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,43,このサポートカードのレッスンサポート発生率を 85.7% 増加,レッスンサポート,初期値,0,,,0,,,0,857,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,44,このサポートカードのレッスンサポート発生率を 87.8% 増加,レッスンサポート,初期値,0,,,0,,,0,878,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,45,このサポートカードのレッスンサポート発生率を 89.8% 増加,レッスンサポート,初期値,0,,,0,,,0,898,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,46,このサポートカードのレッスンサポート発生率を 91.8% 増加,レッスンサポート,初期値,0,,,0,,,0,918,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,47,このサポートカードのレッスンサポート発生率を 93.9% 増加,レッスンサポート,初期値,0,,,0,,,0,939,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,48,このサポートカードのレッスンサポート発生率を 95.9% 増加,レッスンサポート,初期値,0,,,0,,,0,959,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,49,このサポートカードのレッスンサポート発生率を 98% 増加,レッスンサポート,初期値,0,,,0,,,0,980,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ビジュアル,ほっぺた、ぷに,2999900005,6,50,このサポートカードのレッスンサポート発生率を 100% 増加,レッスンサポート,初期値,0,,,0,,,0,1000,15,ビジュアル,,,追い込みレッスン/ビジュアル400/ビジュアル/+26,p_effect-produce_reward-0001_0001-produce_item-pitem_00-2-003-0-0,p_effect-visual_addition-0015_0015,,p_story-s_card-2-0005-01,手作りのご褒美を獲得,追い込みレッスン終了時ビジュアルが400以上の場合、ビジュアル上昇+26,,,p_story-s_card-2-0005-02,ビジュアル上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,1,ダンスレッスンボーナス+ 1.9%,ダンス成長率,初期値,0,,,0,,,0,19,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,5,ダンスレッスンボーナス+ 2.3%,ダンス成長率,初期値,0,,,0,,,0,23,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,10,ダンスレッスンボーナス+ 2.7%,ダンス成長率,初期値,0,,,0,,,0,27,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,15,ダンスレッスンボーナス+ 3.1%,ダンス成長率,初期値,0,,,0,,,0,31,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,20,ダンスレッスンボーナス+ 3.5%,ダンス成長率,初期値,0,,,0,,,0,35,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,25,ダンスレッスンボーナス+ 3.9%,ダンス成長率,初期値,0,,,0,,,0,39,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,30,ダンスレッスンボーナス+ 4.4%,ダンス成長率,初期値,0,,,0,,,0,44,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,35,ダンスレッスンボーナス+ 4.9%,ダンス成長率,初期値,0,,,0,,,0,49,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,40,ダンスレッスンボーナス+ 5.4%,ダンス成長率,初期値,0,,,0,,,0,54,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,45,ダンスレッスンボーナス+ 5.9%,ダンス成長率,初期値,0,,,0,,,0,59,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,1,50,ダンスレッスンボーナス+ 6.4%,ダンス成長率,初期値,0,,,0,,,0,64,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,2,5,ダンスレッスン終了時、ダンス上昇+ 2,ダンス,ダンスレッスン,0,,,0,,,0,2,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,2,46,ダンスレッスン終了時、ダンス上昇+ 4,ダンス,ダンスレッスン,0,,,0,,,0,4,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,3,10,活動支給選択時、ダンス上昇+ 4,ダンス,活動支給,0,,,0,,,0,4,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,3,41,活動支給選択時、ダンス上昇+ 8,ダンス,活動支給,0,,,0,,,0,8,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
SR,ダンス,魅惑の大腿四頭筋,2999900006,4,1,初期Pポイント+ 15,Pポイント加算,初期値,0,,,0,,,0,15,15,ダンス,,,アクティブカード,p_effect-produce_reward-0001_0001-produce_card-p_card-00-sup-2_028-0,p_effect-dance_addition-0015_0015,,p_story-s_card-2-0006-01,ストレッチ談義を獲得,,3ターン目以降の場合、使用可\パラメータ+3\消費体力減少2ターン\次のターン、手札をすべてレッスン中強化\レッスン中1回重複不可,ProduceCardCategory_ActiveSkill,p_story-s_card-2-0006-02,ダンス上昇+15,,,,,,,,,,,,,
